#Wave		#Intensity
958.833984	41.832565
957.339844	38.485962
955.845703	35.136288
954.351563	35.133171
952.857422	35.130016
951.363281	38.472233
949.867188	31.778477
948.373047	28.430717
946.878906	35.116974
945.382813	38.457764
943.888672	40.125950
942.392578	36.778511
940.896484	28.416937
939.400391	36.771164
937.904297	31.753691
936.408203	26.737204
934.912109	30.076229
933.416016	21.719442
931.919922	10.023294
930.423828	18.374071
928.925781	15.031703
927.429688	6.680026
925.931641	13.358577
924.435547	3.339272
922.937500	5.008344
921.439453	5.007775
919.941406	5.007201
918.443359	3.337748
916.945313	5.006037
915.447266	0.000000
913.949219	5.004853
912.449219	0.000000
910.951172	0.000000
909.451172	8.338399
907.953125	0.000000
906.453125	1.667269
904.953125	3.334122
903.453125	-1.666851
901.953125	4.999920
900.453125	6.665710
898.953125	3.332427
897.453125	4.997993
895.951172	3.331561
894.451172	4.996685
892.949219	6.661365
891.449219	4.995358
889.947266	4.994689
888.445313	9.988029
886.943359	1.664446
885.441406	3.328436
883.937500	9.983934
882.435547	4.991276
880.933594	1.663527
879.429688	-1.663294
877.925781	4.989178
876.423828	4.988471
874.919922	6.650345
873.416016	-3.324695
871.912109	1.662108
870.406250	-3.323733
868.902344	6.646497
867.398438	4.984141
865.892578	11.627948
864.386719	-1.660889
862.882813	11.624492
861.376953	3.320786
859.871094	1.660143
858.365234	1.659892
856.857422	-6.638557
855.351563	1.659386
853.843750	-1.659131
852.337891	-1.658875
850.830078	-1.658618
849.322266	1.658360
847.814453	4.974301
846.306641	3.315680
844.798828	4.972734
843.291016	8.286577
841.781250	8.285258
840.273438	3.313574
838.763672	1.656521
837.253906	3.312508
835.744141	6.623944
834.234375	3.311434
832.724609	4.966341
831.214844	-1.655176
829.703125	3.309807
828.191406	9.927783
826.681641	1.654356
825.169922	-1.654081
823.658203	6.615222
822.146484	3.307057
820.634766	3.306501
819.121094	1.652972
817.609375	1.652692
816.095703	0.000000
814.582031	6.608521
813.068359	3.303695
811.554688	9.909387
810.041016	1.651280
808.527344	3.301991
807.013672	4.952129
805.498047	3.300846
803.982422	3.300271
802.468750	3.299695
800.953125	0.000000
799.435547	0.000000
797.919922	3.297955
796.404297	4.946059
794.886719	-1.648394
793.371094	3.296202
791.853516	8.239037
790.335938	1.647513
788.818359	4.941654
787.300781	-6.587688
785.781250	8.233127
784.263672	0.000000
782.744141	-1.646030
781.224609	11.520121
779.707031	0.000000
778.185547	1.645132
776.666016	3.289664
775.146484	4.933591
773.625000	3.288457
772.105469	4.931778
770.583984	3.287246
769.062500	8.216597
767.541016	4.929045
766.019531	1.642710
764.498047	6.569618
762.974609	-1.642099
761.451172	1.641792
759.929688	1.641485
758.406250	-3.282354
756.882813	3.281738
755.357422	4.921680
753.833984	4.920752
752.310547	-3.279882
750.785156	1.639631
749.259766	-1.639320
747.734375	0.000000
746.208984	-1.638697
744.683594	0.000000
743.156250	1.638072
741.630859	-3.275517
740.103516	1.637445
738.576172	8.185656
737.048828	3.273633
735.521484	3.273004
733.994141	-3.272373
732.464844	1.635871
730.937500	1.635555
729.408203	6.540953
727.878906	0.000000
726.349609	4.903812
724.820313	-6.537146
723.289063	0.000000
721.759766	-8.168251
720.228516	6.533326
718.697266	1.633012
717.166016	1.632693
715.634766	6.529494
714.103516	1.632053
712.570313	-1.631733
711.039063	0.000000
709.505859	3.262183
707.972656	3.261541
706.439453	1.630449
704.906250	0.000000
703.373047	0.000000
701.837891	3.258966
700.302734	4.887481
698.769531	4.886512
697.234375	1.628514
695.697266	-1.628191
694.162109	-3.255735
692.626953	0.000000
691.089844	1.627220
689.552734	3.253792
688.015625	6.506286
686.478516	8.131234
684.941406	3.251844
683.404297	1.625597
681.865234	0.000000
680.326172	6.499787
678.787109	6.498485
677.248047	4.872887
675.708984	4.871909
674.169922	-1.623644
672.628906	1.623318
671.089844	0.000000
669.548828	4.867995
668.007813	3.244677
666.466797	6.488048
664.923828	6.486741
663.382813	3.242717
661.839844	-1.621031
660.298828	0.000000
658.755859	4.861132
657.212891	-3.240100
655.667969	-3.239445
654.125000	3.238791
652.580078	4.857203
651.037109	1.618740
649.492188	0.000000
647.947266	9.708509
646.400391	1.617757
644.855469	0.000000
643.308594	8.085507
641.763672	6.467094
640.216797	6.465783
638.669922	4.848353
637.123047	1.615790
635.574219	1.615462
634.027344	4.845401
632.478516	4.844417
630.929688	-1.614478
629.380859	0.000000
627.832031	3.227643
626.283203	0.000000
624.732422	6.452662
623.183594	8.064186
621.632813	-1.612509
620.082031	6.448725
618.531250	8.059266
616.980469	8.057627
615.427734	6.444789
613.876953	1.610870
612.324219	1.610542
610.771484	0.000000
609.218750	0.000000
607.666016	4.828675
606.111328	3.218462
604.558594	1.608903
603.003906	8.042878
601.449219	1.608248
599.894531	4.823762
598.339844	1.607593
596.783203	1.607266
595.228516	6.427755
593.671875	9.639670
592.115234	6.425139
590.558594	4.817873
589.001953	-4.816893
587.445313	3.210608
585.886719	-1.604977
584.328125	-1.604651
582.771484	-1.604324
581.212891	6.415993
579.652344	-3.207344
578.093750	1.603346
576.535156	-1.603020
574.974609	3.205388
573.414063	3.204736
571.853516	0.000000
570.292969	9.610301
568.732422	1.601391
567.169922	4.803198
565.609375	4.802223
564.046875	0.000000
562.484375	6.400364
560.921875	1.599766
559.357422	6.397766
557.794922	7.995585
556.230469	3.197586
554.667969	0.000000
553.103516	-7.990723
551.539063	7.989103
549.972656	3.194994
548.408203	12.777386
546.841797	1.596850
545.277344	1.596527
543.710938	11.173424
542.144531	9.575283
540.576172	19.146692
